ogrn,shortName,website,vk
1097799002828,"АНОДО ""МЕЖДУНАРОДНАЯ АКАДЕМИЯ СПОРТА ИРИНЫ ВИНЕР""",academyviner.ru,https://vk.com/academyviner_group
1087799028701,РОССИЙСКАЯ ОБЩЕСТВЕННАЯ АКАДЕМИЯ ГОЛОСА,voiceacademy.ru,https://vk.com/academyvoice
1087799035499,"АССОЦИАЦИЯ ""АИДТ""",acgi.ru,https://vk.com/acgi_id
1027708021880,НАИР,rnta.ru,https://vk.com/acgi_id
1112700000665,,action29.ru,https://vk.com/action29ru
1047796003859,"ФОНД ""ЦПК""",actualcomment.ru,https://vk.com/actual_comment
1098600001543,"АНО ДПО ""АДА""",ada-ugra.ru,https://vk.com/ada_ugra
1068700000555,"АССОЦИАЦИЯ ""СМО ЧАО""",novomariinsk.ru,https://vk.com/administraciya_anadyrya
1027806886612,"НО ""БФ ""АДВИТА""",www.advita.ru,https://vk.com/advitafund
1165958087910,"АБ ""АХМЕТОВ,ХОЗЯЙКИН И ПАРТНЕРЫ""",abakp.ru,https://vk.com/advocateoffice
1095900002824,"РОО ""ФСАПК""",аэробика59.рф,https://vk.com/aerobicgymnasticsperm59
1168600051190,"МОО ""ФЕДЕРАЦИЯ СПОРТИВНОЙ АЭРОБИКИ Г. НИЖНЕВАРТОВСКА""",aerobic-nv.ru,https://vk.com/aerobicnv
1027739729522,ВФСА,aerobic-gymnastics.ru,https://vk.com/aerobicrussia
1111600001578,"РОО ""ФФАРТ""",ffart-aerobics-kzn.ru,https://vk.com/aerobics_kzn
1021603621984,"АНО ДПО ""ЦАК РТ ДОСААФ РОССИИ""",aeroclub-tatar.com,https://vk.com/aeroclubtatar
1100200002099,"БРООО ""ФКР""",fkr02.ru,https://vk.com/aerospaceschool.usatu
1127799002154,АССОЦИАЦИЯ АНИМАЦИОННОГО КИНО,aakr.ru,https://vk.com/af_association
1027746000028,АФУН РФ,afunrf.ru,https://vk.com/afunrf
1021600013566,"РОО ""ФЕДЕРАЦИЯ АЙКИДО РЕСПУБЛИКИ ТАТАРСТАН""",aikido-tatarstan.ru,https://vk.com/aikido_tatarstan
1127799015992,"""ФВАР""",rfapa.ru,https://vk.com/airathleticsrus
1171215008260,"РСОО ""ФПС РМЭ""",parashut12.ru,https://vk.com/airclub12
1067746449462,"АССОЦИАЦИЯ ""АНРИ""",anri.org.ru,https://vk.com/airpofficial
1027700257672,"ЧУ ДПО ""ШКОЛА БОРТПРОВОДНИКОВ""",airschool.ru,https://vk.com/airschoolru
1167700060527,"АНО ДПО ЦПК ""АИС""",www.infosystems.ru,https://vk.com/aismoscow
1136300002376,"ЧПОУ ""АКАДЕМИЯ БИЗНЕСА""",akademiya-biznesa.ru,https://vk.com/akademiyasamara
1117799013595,АКИТ РФ,akitrf.ru,https://vk.com/akit_rf
1022700000839,РОО АКМНС ХАБАРОВСКОГО КРАЯ,akmns-khab.ru,https://vk.com/akmns
1117799005334,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СЕМЕЙНЫЙ ОЧАГ""",sofond.ru,https://vk.com/akozij111
1157154034509,"РОО ""ФСАТО""",vsportefsa.ru,https://vk.com/akrobatika71
1166100051006,"АБ ""СТЕПАНОВ И АКСЮК""",aksyuk.ru,https://vk.com/aksyukru/
1147400000330,ТПП МГО,больше-жизни.рф,https://vk.com/aktivvolna
1067799025865,"АНО ДО ""АЛБ""",www.albacademy.ru,https://vk.com/albacademy
1093900001161,"ЧДОУ ""МАЛЕНЬКАЯ СТРАНА""",albertina-edu.ru,https://vk.com/albertina39
1128900000019,"РОО ЦИИЯ ""АЛЬБИОН"" ЯНАО",albion89.ru,https://vk.com/albion_89
1021500001380,,albuss.ru,https://vk.com/albusss
1161400051867,"ОО ""АССОЦИАЦИЯ ФУТБОЛА И ХОККЕЯ В АЛДАНСКОМ Р-НЕ РС (Я)""",афх-алдан.рф,https://vk.com/aldan_mini_football
1043303203217,ЧУЗ «РЖД-МЕДИЦИНА» Г. АЛЕКСАНДРОВ»,aleksmedrzd.ru,https://vk.com/aleksmedrzd
1097800002398,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""АЛЁША""",aleshafond.ru,https://vk.com/aleshafond
1127799017939,,алх.рф,https://vk.com/alh2017
1205200029209,"АНО ""ЦПСП ""МЕНЯЮЩИЕ МИР""",changingtheworld.ru,https://vk.com/alice050495
1205200040429,"ФОНД ""АЛИСА""",fondalisa.ru,https://vk.com/alisafond
1147800010071,"РОО ""ЦЕНТР СОДЕЙСТВИЯ СОЦИАЛЬНО-КУЛЬТУРНОМУ, ТВОРЧЕСКОМУ И СПОРТИВНО-ОЗДОРОВИТЕЛЬНОМУ РАЗВИТИЮ ""НЕСТОР""",любимыйтренер.рф,https://vk.com/alleyasportslava
1021600002852,АЛЬМЕТЬЕВСКАЯ ТЕРРИТОРИАЛЬНАЯ ОРГАНИЗАЦИЯ РАБОТНИКОВ ДОШКОЛЬНОГО ОБРАЗОВАНИЯ ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА ОБРАЗОВАНИЯ,edunion-almet.ru,https://vk.com/almetweb
1051622166860,"БФ ""АЛЬПАРИ""",alpari-charity.ru,https://vk.com/alparicharity
1095100000050,"АССОЦИАЦИЯ СП ""СОЗИДАТЕЛИ""",сро-51.рф,https://vk.com/alpstroy51
1096900002088,ТВЕРСКОЕ РО АЮР,tro-alrf.ru,https://vk.com/alrf.region69
1087300000798,,право73.рф,https://vk.com/alrf73
1082300000530,КРАСНОДАРСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ АССОЦИАЦИИ ЮРИСТОВ РОССИИ,www.alrfkuban.ru,https://vk.com/alrfkuban
1037739455357,"АНО ""ЦДПО АЛЬТА-ФОРУМ""",www.alta.ru,https://vk.com/alta.soft
1132225902071,"АКО ВОО ""РГО""",http://rgo-altay.ru,https://vk.com/altayrgo
1072202003994,"НО ""АЛТАЙСКИЙ ФОНД МСП""",altfond.ru,https://vk.com/altfond22
1112202000294,"АНО ДПО ""АЛТАЙСКИЙ ИНСТИТУТ ГОСЗАКУПОК""",altigz.ru,https://vk.com/altigz
1147800005946,АВ СПБГУ,alumnispbu.ru,https://vk.com/alumnispbu
1167700052838,"РОО ""АМБУЛАТОРНЫЙ ВРАЧ""",ambulatory-doctor.ru,https://vk.com/ambdoc
1037716014511,"НП ""ПРОФЕССИОНАЛЬНОЕ СООБЩЕСТВО МК""",amcult.ru,https://vk.com/amcult
1037739769870,"ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""АМФР""",amfr.ru,https://vk.com/amfr_official
1194350003231,"АНО СК ""АММА""",ammakirov.ru,https://vk.com/amma_kirov
1177800000950,"ФРРКИ ""АРТ-МОЛОДОСТЬ""",art-molodost.ru,https://vk.com/amolodost
1111600000390,"""ФОНД ПОДДЕРЖКИ МОЛОДЫХ УЧЁНЫХ-МЕДИКОВ""",amtec-fund.ru,https://vk.com/amtec_fund
1122800000531,"НП ""ТУРИСТЫ АМУРА""",http://turamur28.ru,https://vk.com/amtur28
1022800000904,АООПП КПРФ,kprfamur.ru,https://vk.com/amur_kprf
1162800000340,АМУРСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ РУССКОГО ГЕОГРАФИЧЕСКОГО ОБЩЕСТВА,amurexpedition.ru,https://vk.com/amurexpedition
1137799015750,"БФ ""В ОТВЕТЕ ЗА БУДУЩЕЕ""",в-ответе-за-будущее.рф,https://vk.com/amwayforfuture
1022601225888,"ЛПУ ""САНАТОРИЙ ИМЕНИ АНДЖИЕВСКОГО""",sanand.ru,https://vk.com/andjievskogo
1027739803574,"РОО АВТОВЛАДЕЛЬЦЕВ ""КЛУБ ""АНГЕЛ""",angelclub.ru,https://vk.com/angelautoclub
1037739534414,РОССИЙСКОЕ ОБЩЕСТВО АНГИОЛОГОВ И СОСУДИСТЫХ ХИРУРГОВ,www.angiolsurgery.org,https://vk.com/angiolsurgery
1164101056239,"КРОО ""ОБЩЕСТВО ПОМОЩИ ЖИВОТНЫМ ДОБРОЕ СЕРДЦЕ""",donate.kamzoo.ru,https://vk.com/animals_pk
1199204001347,"АНО ДО ""СЕВАСТОПОЛЬСКИЕ НОВЫЕ ОБРАЗОВАТЕЛЬНЫЕ ТЕХНОЛОГИИ""",sevnot.ru,https://vk.com/ano_do_sevnot
1095000004868,"АНО ДПО ""АВТОМОБИЛЬНЫЙ УЧЕБНЫЙ ЦЕНТР""",автошкола-на-станции.рф,https://vk.com/ano_dpo
1115700000844,"АНО ДПО ""УЦПК ""ЭКОЛОГИЯ""",uchecologia-orel.ru,https://vk.com/ano_ecology_orel
1177700021641,"АНО ""НЭСТ М""",www.nest-m.ru,https://vk.com/ano_nest_m
1201800003998,"АНО ""ЦЕНТР ИНТЕЛЛЕКТУАЛЬНОГО РАЗВИТИЯ ""ОМЕГА""", http://омега18.рф,https://vk.com/ano_omega
1201900000268,"АНО ""ПРОПОТОК""", http://ano-propotok.ru,https://vk.com/ano_propotok
1107400001686,"АНО ДПО ""РИОТ""",standart-truda.ru,https://vk.com/ano_riot
1151832010648,"АНО ЦЕНТР НИОКР ""УНИВЕРСУМ""",gramotei18.ru,https://vk.com/ano_universum
1175800000892,"АНО ""ВЕРБА""",верба-пенза.рф,https://vk.com/ano_verba
1137800005100,"АНО ДПО ЦЕНТР ОБРАЗОВАНИЯ ""ВОСТОК-ЗАПАД""",spb-vz.ru,https://vk.com/ano_vostokzapad
1204200012939,"АНО ПОДДЕРЖКИ И РАЗВИТИЯ ПЕДАГОГИЧЕСКИХ ИНИЦИАТИВ ""АВАНГАРД""",avangard-ano.ru,https://vk.com/ano.avangard
1171101005778,"АНО ЦСОН ""ЗАБОТА""",anozabota.ru,https://vk.com/ano.zabota.sosnogorsk
1147799013174,"АНО ""АРВТ""",дорогипобеды.рф,https://vk.com/anoarvt
1171326005300,"АНО ""ЦЕНТР ПОДДЕРЖКИ И ЗАЩИТЫ ДЕТСТВА""",centr13.ru,https://vk.com/anocentrdetstva
1137799020039,"АНО ДО ""ЦЕНТР НАРОДНОГО ПРОСВЕЩЕНИЯ""",anocnp.ru,https://vk.com/anocnp
1166733068700,"АНО ""ЦСПП ""РАСПРАВЬ КРЫЛЬЯ""",rk67.ru,https://vk.com/anocspp16
1150327014188,"АНО ""ДОБРОВОЛЬЧЕСКИЙ КОРПУС БАЙКАЛА""",корпусбайкала.рф,https://vk.com/anodkb
1157700016220,"АНО ДО ""ЦЕНТР ПРОСВЕТИТЕЛЬСКИХ ПРОЕКТОВ""",anocpp.ru,https://vk.com/anodocpp
1127799013220,"АНО ДПО ""СНТА""",snta.ru,https://vk.com/anodposnta
1157700007035,"АНО ДПО ""ИИРИТ""",под-фт.рф,https://vk.com/anoiiraedu
1147799004044,"АНО ИЦ ""ИКС""",anoiciks.ru,https://vk.com/anoiks
1137799009700,"АНО ""ИНИЦИАТИВА""",c-iniciativa.ru,https://vk.com/anoiniciativa
1176451007215,"АНО ""ИНИР""",rdsaratov.ru,https://vk.com/anoinirsaratov
1147799000172,"АНО ""ЦОРПУ""",isopm.ru,https://vk.com/anoisopm
1197800000595,"АНО ""ЦЕНТР СОДЕЙСТВИЯ ИНКЛЮЗИИ ДЕТЕЙ С ОВЗ ""КОНТРАСТ""", http://www.anokontrast.com,https://vk.com/anokontrast
1205500007591,"АНО ""ЛОТОС""",anolotos.ru,https://vk.com/anolotos
1027739753612,"АНО ДОО ""МИР ДЕТСТВА""",anomir.ru,https://vk.com/anomirdetstva
1207700040239,"АНО ""МЫ""",anomy.ru,https://vk.com/anomy_ru
1165000051941,АНО ПО МОКИТ,аномокит.рф,https://vk.com/anopomokit
1146600002988,"АНО ""ДОРОГА К ЖИЗНИ""",http://www.roadtolife.ru,https://vk.com/anoroadtolife
1177800002841,"АНО ""РОСЭ""",anorose.ru,https://vk.com/anorose
1117799006632,"АНО ""СПОРТКЛУБ ФКА""",skcosmos.ru,https://vk.com/anoroskosmos
1155958072423,"АНО ДПО ""ЦСТ ""СОГЛАСИЕ""",anosoglasie.ru,https://vk.com/anosoglasie
1037701023689,"АНО ""СВУИР""",anosovet.ru,https://vk.com/anosovet
1096300004195,"АНО ""ТАЕ""",tae163.ru,https://vk.com/anotae
1175000001758,"АНО ""ЯХОНТ""",anoyakhont.ru,https://vk.com/anoyakhont
1033600006439,ВИВТ - АНОО ВО,vivt.ru,https://vk.com/antinarko36
1033600068215,"АНОПО ""МТЭПИТ""",mtepit.ru,https://vk.com/antinarko36
1163600050580,"АНО ПО ""ВОРОНЕЖСКИЙ КОЛЛЕДЖ ""НОМОС""",college-nomos.ru,https://vk.com/antinarko36
1105900002163,ОО ГУ,public-services.ru,https://vk.com/antiworkshop
1155000002497,"АНО ""СЕМЕЙНЫЙ КЛУБ ""АНЮТИНЫ ГЛАЗКИ""",anyutiny-glazki.ru,https://vk.com/anyutinyglazkiru
1091841004397,"СК ""РАДУГА""",новострой18.рф,https://vk.com/aoikur
1115300000200,"АССОЦИАЦИЯ ""НМК""",aoznmk.ru,https://vk.com/aoz_nmk
1167800050230,"ФОНД ""АЛЬМА МАТЕР""",amfoundation.ru,https://vk.com/apartment.talks/
1033918502320,"КРО АМИ ""АППАРЕЛЬ""",apparel.ru,https://vk.com/apparel39
1022601935949,СОКО ТВКО,soko.terkv.ru,https://vk.com/applevk
1026300004609,,medprivat.ru,https://vk.com/aptonline
1037700008994,"АНО ДО ""АРАБЕСК""",www.arabesk.su,https://vk.com/arabesk_msk
1217700237809,"АНО ""КОНСЕРВАЦИЯ""",arch-conservation.ru,https://vk.com/arch.conservation
1155200000317,"АНО ""ОГОРОД""",ogrd.org,https://vk.com/archfest
1198901003674,"АНО ""МЦРМС ЛА""",людиарктики.рф,https://vk.com/arcticpeople89
1023300001196,"ВООО ""АРДИ ""СВЕТ""",svet33.ru,https://vk.com/ardi_svet
1165000052612,АРДИП,http://ardip.ru,https://vk.com/ardip_mo
1125900002755,"НП ""ПРЕДПРИНИМАТЕЛИ ПЕРМСКОГО РАЙОНА""",area59.ru,https://vk.com/area59ru
1033303606489,"ОО ""ВОФФ""",voff33.ru,https://vk.com/arenasporta33
1035900008913,"ОО ""ФБС ПК""",fbs-perm.ru,https://vk.com/argonweldingperm
1022900007778,,arh-eparhia.ru,https://vk.com/arh_eparhia
1111600000863,НОВОИЕРУСАЛИМСКОЕ АРХИЕРЕЙСКОЙ ПОДВОРЬЕ Г. КАЗАНИ,za-zdravie116.ru,https://vk.com/arhiereiskaya_dacha
1102900000455,,karate-info.ru,https://vk.com/arhkarate
1022900003763,,redcross29.ru,https://vk.com/arhredcross
1191832015682,"АНО ""ОРИЕНТИР""",orientir18.ru,https://vk.com/ariadnatour18
1147799003770,"БФ ""АРИФМЕТИКА ДОБРА""",a-dobra.ru,https://vk.com/arifmetika_dobra
1153100000613,,yarmarka-31.ru,https://vk.com/ariy31
1158600000899,"НУО ""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СВЯТОЙ ГРИГОРИЙ ПРОСВЕТИТЕЛЬ""",surgutarmcerkov.ru,https://vk.com/arm_cerkov
1047200496716,"АНО ""ИИЦ ""АРМИЗОНСКИЙ ВЕСТНИК""",armizon72.ru,https://vk.com/armizon_72
1027739017844,"""АРС-ПРЕСС""",arspress.ru,https://vk.com/arspress
1097800006006,"МБФ ""ДРЕВО ЖИЗНИ""", http://drevofond.ru,https://vk.com/art_assamblei
1027739004336,"АНО ДПО ""ВЫСШАЯ ШКОЛА ДИЗАЙНА ""ДЕТАЛИ""",art-details.ru,https://vk.com/art_details
1037739436734,,www.artbene.ru,https://vk.com/artbene
1123850004662,"ЧДОУ ""ДЕТСКИЙ САД ""ПАНДА""",panda38.ru,https://vk.com/artdesign59
1087799010716,"МОО ""ТВОРЧЕСКИЙ СОЮЗ ПРОФЕССИОНАЛЬНЫХ ХУДОЖНИКОВ""",www.artistunion.ru,https://vk.com/artistunionru
1100200003496,"КА РБ ""АРТЛЕКС""",artlex-ufa.ru,https://vk.com/artlexufa
1167700054500,ФРМИГ,http://art-movement.ru,https://vk.com/artperedvizhenie
1022402492221,БФПО СОВЕТСКОГО РАЙОНА Г. КРАСНОЯРСКА,artsch2.ru,https://vk.com/artsch2
1163926066919,"КРОО ""АРТ-ВОРОТА""",artvorota.ru,https://vk.com/artvorota
1165658057641,"ООДОО ""ОРЕНБУРГСКИЕ КАНИКУЛЫ""",ok-56.ru,https://vk.com/as_detiplus
1207300007200,УЛЬЯНОВСКИЙ УСТК РО ДОСААФ РОССИИ УЛЬЯНОВСКОЙ ОБЛАСТИ,uldosaaf.ru,https://vk.com/as_dosaaf
1137799009589,ФРИИ,www.asi.ru,https://vk.com/asi_ru
1117799016829,"АГЕНТСТВО СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ (АСИ), АГЕНТСТВО СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ, АСИ",asi.ru,https://vk.com/asi_ru
1025400001428,"НМООИ ""АССОЦИАЦИЯ ""ИНТЕГРАЦИЯ"" ОООИ-РСИ",ai-noi.com,https://vk.com/asintegracia
1022240528529,ПРОФСОЮЗ ОБУЧАЮЩИХСЯ АГМУ,asmu.ru,https://vk.com/asmu.official
1146600003439,"АНО ДПО ""УЭЦ ОТ И ПБ""",uc-ot.ru,https://vk.com/asnova1005
1151832012342,"АНО ДПО ""АСО""",aso18.ru,https://vk.com/aso18_ru
1021400003624,"ЯГОМО ""ПОДРОСТОК""",подросток-якутия.рф,https://vk.com/asppodrostok
1093500000747,"АССОЦИАЦИЯ ""ДЕТСКИЙ САД И СЕМЬЯ""",np-detsad.ru,https://vk.com/assistance35
1206400004238,"РОО ""АССОЦИАЦИЯ ПРИЕМНЫХ СЕМЕЙ"" САРАТОВСКОЙ ОБЛАСТИ",associacia64.ru,https://vk.com/associacia64
1115400002222,"АНО ДО ""АКАДЕМИЯ АСТРУМ""",astrum54.ru,https://vk.com/astrumacademy
1021300001348,"ППО АО ""АСТЗ""",www.astz.ru,https://vk.com/astz_ru
1140200001864,"АНО ""РАССВЕТ""",autism-ufa.ru,https://vk.com/autismufa
1132300004880,"ЧУ ОДПО ""МАГИСТРАЛЬ""",magistral23.ru,https://vk.com/autocar_gk
1047855064454,"ЧОУ ""ЮАШ ""АВТОГРАД""",autograd-a24.ru,https://vk.com/autogradspb
1176313001920,"АНПОО ""УЦ КУРСОР""",avtoshkola-kursor.ru,https://vk.com/autoschool_kursor
1107400003402,"АНО ДПО ""МАГНИТОГОРСКАЯ АВТОШКОЛА-1""",autoschoolmgn.ru,https://vk.com/autoschoolmgn
1105000001622,"ЧУ ДПО ""УЧЕБНЫЙ ЦЕНТР ""СПЕЦИАЛИСТ""",specialist-centr.ru,https://vk.com/autoshkola_specialist
1157800004933,"АНОПО ""ЛЕНИНГРАД""",av1.ru,https://vk.com/av1_spb
1034637002487,АФК «АВАНГАРД»,fc-avangard.ru,https://vk.com/avangard_1958
1083500001848,"АНО ""РЕДАКЦИЯ ГАЗЕТЫ ""АВАНГАРД""",avangardnik.ru,https://vk.com/avangardnik
1025200017325,НРО ПП КПРФ,kompas-rf.ru,https://vk.com/avangardru
1112500001349,"ПРМОО ""ПО ""АВИАПОИСК""",aviapoisk-dfo.ru,https://vk.com/aviapoisk_dfo
1128900000998,"""ФЕДЕРАЦИЯ АВИАЦИОННЫХ ВИДОВ СПОРТА""",nadymavia.ru,https://vk.com/aviasalesru
1037739210970,"ЧПОУ ""АВИАШКОЛА АЭРОФЛОТА""",avb.ru,https://vk.com/aviashkolaaeroflota
1177700008727,"БФ ""ФОНД ПОДДЕРЖКИ ДЕТЕЙ И МОЛОДЕЖИ""",bf77.ru,https://vk.com/avpkdosaaf
1160280137797,АВПР РБ,avprrb.ru,https://vk.com/avpr_rb
1155200002946,"АНО ""АСТЕК""",asteknn.ru,https://vk.com/avtoastek
1127799017521,"АНО ДПО ""АВТОСИТИ""",avtoct.ru,https://vk.com/avtoct
1082100001015,"АНО ДПО ""ОЦ ""ПРОФЕССИОНАЛ""",автопрофи21.рф,https://vk.com/avtoprofi21
1155958110802,"АНО ""ПАМ ""РЕТРО ГАРАЖ""",avtoretro59.ru,https://vk.com/avtoretro59
1156313085026,"АНПОО ""ФОРТУНА ПЛЮС""",fortuna-syzran.ru,https://vk.com/avtoschool_szr
1027739384584,"АНО ""НОЦ ""АРГОС""",argoc.ru,https://vk.com/avtoshkola_argoc
1156800000774,"АНПОО ""УЧЕБНЫЙ ЦЕНТР ""АВАНГАРД""",авангард68.рф,https://vk.com/avtoshkola_avangard
1153256013129,"ПО АНО ""АВТОШКОЛА ЯГУАР""",yaguar32.ru,https://vk.com/avtoshkola_yaguar32
1087100000338,"ЧОУ ДПО ""УЦ № 57""",uchebnyicentr57.ru,https://vk.com/avtoshkola57
1166800050042,"АНОПО ""АВТОШКОЛА ""ФОРСАЖ""",forsage68.ru,https://vk.com/avtoshkolaforsage
1115900000700,"АНО ДПО ""АВТОШКОЛА РОСТ""",avrost.ru,https://vk.com/avtoshkolarost59
1090200002056,"АНО ДПО ""УЧЕБНЫЙ ЦЕНТР ""СТАРТ""",start-ufa.ru,https://vk.com/avtoshkolastartufa
1037713027219,"АНО ПО УЦ ""СТЭТ""",стэт.рф,https://vk.com/avtoshkolastet
1161690156022,"АНО КЦ ""АЯРИС""",http://www.ayaris.ru,https://vk.com/ayaris
1212400005960,"БФ ""АРС""",azbuka-rs.ru,https://vk.com/azbuka_resursnoy_semiyi
1169102082270,АССОЦИАЦИЯ ЗАСТРОЙЩИКОВ РК,stroim-krym.ru,https://vk.com/azkrym
1087800000672,"АНО ""МКМИПФ ""МОРЕ ЗОВЁТ""",www.morezovet.ru,https://vk.com/azovsky
1210200014430,АССОЦИАЦИЯ ЗАСТРОЙЩИКОВ РБ,azrb.ru,https://vk.com/azrbru
1115900002415,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""КОЛЫБЕЛЬ НАДЕЖДЫ""",babyboxrf.ru,https://vk.com/babyboxrf
1025900912510,"АССОЦИАЦИЯ КИНОСТУДИЯ ""НОВЫЙ КУРС""",www.kinoperm.ru,https://vk.com/bad_off
1175749010293,"ОРОО ""ФЕДЕРАЦИЯ БАДМИНТОНА ОРЛОВСКОЙ ОБЛАСТИ""",badminton57.ru,https://vk.com/badmfederation57
1033801750674,"АНО ""ХК ""БАЙКАЛ-ЭНЕРГИЯ""",baikal-energy.ru,https://vk.com/baikal_energy
1080300001033,"РОО ""БИЦ""",http://baikal-school.ru,https://vk.com/baikalinnovativecenter
1020300667970,"РЕДАКЦИЯ ГАЗЕТЫ ""БАЙКАЛЬСКИЕ ОГНИ""",baikalskieogni.ru,https://vk.com/baikalskieogni
1120327010407,"АНО ""АРТ РБ""",baikal-tourist.ru,https://vk.com/baikaltourist
1021601975207,"САНАТОРИЙ ""БАКИРОВО""",bakirovo.com,https://vk.com/bakirovo33
1035000701988,"ПОУ ""БАЛАШИХИНСКИЙ УЧЕБНЫЙ ЦЕНТР РО ДОСААФ РОССИИ МО""",balrosto.ru,https://vk.com/balrosto
1027808913087,"АНО ""РЕДАКЦИЯ ГАЗЕТЫ ""БАЛТИЙСКИЙ ЛУЧ""",baltluch.ru,https://vk.com/balt_luch
1037858001928,"МБОО ""БИОЛОГИ ЗА ОХРАНУ ПРИРОДЫ""",bfn.org.ru,https://vk.com/balticfund
