ogrn,name,website,name_egrul,fullName,address,registration_date,inn,reg_region,okato_code,okato_name,okved,okved_code,okopf,okopf_code
1027700516678,"Благотворительный фонд ""Дом Роналда Макдоналда""",rmhc.ru,"СЕМЬЯ ВМЕСТЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СЕМЬЯ ВМЕСТЕ""","115054, г. Москва, ул. Валовая, д. 26 (Бизнес-центр «Lighthouse»)",22.10.2001,7710397699,Москва,45286560000,"Москва, Центральный, Замоскворечье","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1053500221092,"Благотворительный фонд ""Дорога к дому""",dorogakdomu.ru,"ДОРОГА К ДОМУ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДОРОГА К ДОМУ""","162600, Вологодская обл., г. Череповец, ул. Юбилейная, д. 26",18.02.2005,3528098649,Вологодская область,19430000000,"Вологодская область, Череповец","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1035000907204,"Благотворительный фонд ""Абсолют-помощь""",www.absolute-help.ru,"АБСОЛЮТ-ПОМОЩЬ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""АБСОЛЮТ-ПОМОЩЬ""","143085, Московская обл, г.о. Одинцовский, рп Заречье, ул Заречная, д. 8А, этаж 1, помещ./ком. I/18",13.05.2002,5003039076,Московская область,46455561000,"Московская область, Одинцово, Заречье","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1042402942647,"Благотворительная организация фонд ""Центр социальных программ""",fcsp.ru,"ЦСП, БО ФОНД","БЛАГОТВОРИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ФОНД ""ЦЕНТР СОЦИАЛЬНЫХ ПРОГРАММ""","660049, Красноярский кр., г. Красноярск, ул. Ленина, д. 88",13.02.2004,2466115392,Красноярский край,04401377000,"Красноярский край, Красноярск, Центральный","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1127799005443,"Благотворительный фонд содействия семейному устройству детей-сирот ""Измени одну жизнь""",changeonelife.ru,"ИЗМЕНИ ОДНУ ЖИЗНЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ СЕМЕЙНОМУ УСТРОЙСТВУ ДЕТЕЙ-СИРОТ ""ИЗМЕНИ ОДНУ ЖИЗНЬ""","125009, г. Москва, ул. Тверская, д. 9 стр. 7 (Бизнес-центр «Экоофис»)",27.03.2012,7707490747,Москва,45286585000,"Москва, Центральный, Тверской","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1157700003999,"Благотворительный фонд поддержки и развития образования ""Новый учитель""",uchitel.ru,"НОВЫЙ УЧИТЕЛЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ ОБРАЗОВАНИЯ ""НОВЫЙ УЧИТЕЛЬ""","127006, г. Москва, ул. Садовая-Триумфальная, д. 16 стр. 3 пом. I, ком. 3",25.03.2015,7710493032,Москва,45286585000,"Москва, Центральный, Тверской","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1167700068370,Благотворительный фонд Андрея Мельниченко,aimfond.ru,"АНДРЕЯ МЕЛЬНИЧЕНКО, ФОНД",БЛАГОТВОРИТЕЛЬНЫЙ ФОНД АНДРЕЯ МЕЛЬНИЧЕНКО,"115054, г. Москва, вн.тер.г. муниципальный округ Даниловский, ул Дубининская, д. 53, стр. 5, помещ. VI, ком. 6 (Бизнес-центр «Квартал Сити»)",10.10.2016,7725335279,Москва,45296559000,"Москва, Южный, Даниловский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1087799027480,"Фонд развития и поддержки искусства ""Айрис""",garagemca.org,"АЙРИС, ФОНД","ФОНД РАЗВИТИЯ И ПОДДЕРЖКИ ИСКУССТВА ""АЙРИС""","119049, г. Москва, ул. Крымский Вал, д. 9 стр. 32",25.06.2008,7705519630,Москва,45286596000,"Москва, Центральный, Якиманка","Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,Фонды,70400
1047796916837,"Благотворительный фонд ""Детский мир""",bf.detmir.ru,"ДЕТСКИЙ МИР, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДЕТСКИЙ МИР""","119415, г. Москва, проспект Вернадского, д. 37 к. 3",30.11.2004,7707534296,Москва,45268581000,"Москва, Западный, Проспект Вернадского",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1021601626199,"Благотворительный фонд ""Татнефть""",www.bf-tatneft.ru,"ТАТНЕФТЬ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ТАТНЕФТЬ""","423450, Татарстан респ., Альметьевский район, г. Альметьевск, ул. Заслонова, д. 20",08.09.1999,1644017196,Республика Татарстан,92405000000,"Республика Татарстан (Татарстан), Альметьевск",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1067799031156,"Некоммерческая организация ""Фонд социально-экономической поддержки регионов """,fond.suek.ru,"СУЭК-РЕГИОНАМ, ФОНД","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД СОЦИАЛЬНО-ЭКОНОМИЧЕСКОЙ ПОДДЕРЖКИ РЕГИОНОВ ""СУЭК-РЕГИОНАМ""","115054, г. Москва, ул. Дубининская, д. 53 стр. 6 (Бизнес-центр «Квартал Сити 53с6»)",01.12.2006,7725253964,Москва,45296559000,"Москва, Южный, Даниловский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Фонды,70400
1061600052425,"Благотворительный фонд ""Ак барс созидание""",akbarssozidanie.ru,"АК БАРС СОЗИДАНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""АК БАРС СОЗИДАНИЕ""","420124, Татарстан Респ, г.о. город Казань, г Казань, ул Меридианная, д. 4",17.10.2006,1658079690,Республика Татарстан,92401379000,"Республика Татарстан (Татарстан), Казань, Ново-Савиновский",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1197700014423,Благотворительный фонд Михаила Прохорова,www.prokhorovfund.ru,"МИХАИЛА ПРОХОРОВА, ФОНД",БЛАГОТВОРИТЕЛЬНЫЙ ФОНД МИХАИЛА ПРОХОРОВА,"123104, г. Москва, бульвар Тверской, д. 13 стр. 1 этаж / каб. 2/226",26.09.2019,9703002248,Москва,45286575000,"Москва, Центральный, Пресненский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1097799022727,"Благотворительный фонд ""Транссоюз""",bfts.ru,"ТРАНССОЮЗ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ТРАНССОЮЗ""","129090, г. Москва, ул. Каланчевская, д. 35 (Бизнес-центр на Ул. Каланчёвская, 35)",24.09.2009,7708237553,Москва,45286565000,"Москва, Центральный, Красносельский",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1157700001634,"Благотворительный фонд поддержки образовательных программ ""Капитаны""",фондкапитаны.рф,"КАПИТАНЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ ОБРАЗОВАТЕЛЬНЫХ ПРОГРАММ ""КАПИТАНЫ""","117403, г. Москва, ул. Никопольская, д. 4 пом. 22",04.02.2015,7724304310,Москва,45296555000,"Москва, Южный, Бирюлево Западное","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Фонды,70400
1117799009349,"Некоммерческая организация благотворительный фонд ""Поколение Ашан""",pokolenie-auchan.ru,"ПОКОЛЕНИЕ АШАН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ПОКОЛЕНИЕ АШАН""","107140, г. Москва, ул. Верхняя Красносельская, д. 3А",24.05.2011,7708240080,Москва,45286565000,"Москва, Центральный, Красносельский","Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,Благотворительные фонды,70401
1167700074850,"Фонд развития теоретической физики и математики ""Базис""",basis-foundation.ru,"БАЗИС, ФОНД",ФОНД РАЗВИТИЯ ТЕОРЕТИЧЕСКОЙ ФИЗИКИ И МАТЕМАТИКИ «БАЗИС»,"121170, г. Москва, проспект Кутузовский, д. 36 стр. 23 (Бизнес-парк «Завод Казакова строение 23»)",09.12.2016,7730222986,Москва,45268554000,"Москва, Западный, Дорогомилово","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Фонды,70400
1056603539409,"""Благотворительный фонд русской медной компании""",fondrmk.ru,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД РУССКОЙ МЕДНОЙ КОМПАНИИ,"""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД РУССКОЙ МЕДНОЙ КОМПАНИИ""","620075, Свердловская обл, г.о. город Екатеринбург, г Екатеринбург, ул Горького, стр. 57, офис 11.14",14.04.2005,6670083469,Свердловская область,65401377000,"Свердловская область, Екатеринбург, Ленинский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1195000005848,"Благотворительный фонд социальной помощи и поддержки ""Свет""",fond-svet.ru,"СВЕТ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ ПОМОЩИ И ПОДДЕРЖКИ ""СВЕТ""","143085, Московская обл., г. Одинцово, рабочий пос. Заречье, ул. Заречная, д. 8А пом. 45 2 этаж",12.11.2019,5032313319,Московская область,46455561000,"Московская область, Одинцово, Заречье","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1176658117206,"""Благотворительный фонд Святой Екатерины""",святаяекатерина.рф,ФОНД СВЯТОЙ ЕКАТЕРИНЫ,"""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СВЯТОЙ ЕКАТЕРИНЫ""","620075, Свердловская обл, г.о. город Екатеринбург, г Екатеринбург, ул Малышева, стр. 51, этаж/офис 18/1902 (Бизнес-центр «Высоцкий»)",11.12.2017,6685143537,Свердловская область,65401380000,"Свердловская область, Екатеринбург, Октябрьский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1087799028130,"Фонд поддержки социальных инноваций ""Вольное дело""",volnoe-delo.ru,"ВОЛЬНОЕ ДЕЛО, ФОНД","ФОНД ПОДДЕРЖКИ СОЦИАЛЬНЫХ ИННОВАЦИЙ ""ВОЛЬНОЕ ДЕЛО""","121170, г. Москва, проспект Кутузовский, д. 36 стр. 23 ком. 702.2 (Бизнес-парк «Завод Казакова строение 23»)",10.07.2008,7709441696,Москва,45268554000,"Москва, Западный, Дорогомилово","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Фонды,70400
1194200000114,"Благотворительный фонд поддержки социальных инициатив ""Кдв-фонд""",kdv-group.com,"КДВ-ФОНД, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ СОЦИАЛЬНЫХ ИНИЦИАТИВ ""КДВ-ФОНД""","652010, Кемеровская область - Кузбасс, Яшкинский район, пгт. Яшкино, ул. Молодежная, д. 1А пом. 5",14.03.2019,4246022259,Кемеровская область,32246551000,"Кемеровская область - Кузбасс, Яшкинский район, Яшкино","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Фонды,70400
1027700240611,"Общероссийская общественная благотворительная организация помощи инвалидам с умственной отсталостью ""Специальная олимпиада России""",specialolympics.ru,СПЕЦИАЛЬНАЯ ОЛИМПИАДА РОССИИ,"ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ БЛАГОТВОРИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ПОМОЩИ ИНВАЛИДАМ С УМСТВЕННОЙ ОТСТАЛОСТЬЮ ""СПЕЦИАЛЬНАЯ ОЛИМПИАДА РОССИИ""","115487, г. Москва, ул. Садовники, д. 15",16.09.1999,7725104240,Москва,45296571000,"Москва, Южный, Нагатино-Садовники","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Общественные организации,20200
1097799002399,"Благотворительный фонд поддержки семьи, защиты детства, материнства и отцовства ""Омк - участие""",www.omk-uchastie.ru,"ОМК-УЧАСТИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ СЕМЬИ, ЗАЩИТЫ ДЕТСТВА, МАТЕРИНСТВА И ОТЦОВСТВА ""ОМК - УЧАСТИЕ""","115184, г. Москва, набережная Озерковская, д. 28 стр. 1 ПОДВАЛЬНЫЙ этаж , ком. № 3",02.02.2009,7705002835,Москва,45286560000,"Москва, Центральный, Замоскворечье","Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,Благотворительные фонды,70401
1146600003351,"Некоммерческий благотворительный фонд поддержки культурных и социальных инициатив ""Достойным - лучшее""",nf.ugmk.com,"ДОСТОЙНЫМ-ЛУЧШЕЕ, НБФ","НЕКОММЕРЧЕСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ КУЛЬТУРНЫХ И СОЦИАЛЬНЫХ ИНИЦИАТИВ ""ДОСТОЙНЫМ - ЛУЧШЕЕ""","624091, Свердловская обл, г.о. Верхняя Пышма, г Верхняя Пышма, ул Орджоникидзе, зд. 15, ком. 42",18.11.2014,6686996827,Свердловская область,65420000000,"Свердловская область, Верхняя Пышма","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1057747594772,"Некоммерческая благотворительная организация ""Фонд поддержки олимпийцев россии""",www.olympians.ru,"ФОНД ПОДДЕРЖКИ ОЛИМПИЙЦЕВ РОССИИ, НБО","НЕКОММЕРЧЕСКАЯ БЛАГОТВОРИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ФОНД ПОДДЕРЖКИ ОЛИМПИЙЦЕВ РОССИИ""","109012, г. Москва, ул. Варварка, д. 3/1/4/2",27.07.2005,7710592770,Москва,45286585000,"Москва, Центральный, Тверской",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1137799009578,"Благотворительный фонд помощи детям-инвалидам, сиротам и тяжелобольным ""Новый дом""",www.noviy-dom.org,"НОВЫЙ ДОМ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ДЕТЯМ-ИНВАЛИДАМ, СИРОТАМ И ТЯЖЕЛОБОЛЬНЫМ ""НОВЫЙ ДОМ""","123317, г. Москва, набережная Пресненская, д. 6 стр. 2 этаж 39 (Деловой комплекс ""Империя"")",13.05.2013,7708241180,Москва,45286575000,"Москва, Центральный, Пресненский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1037709007038,"Благотворительный фонд ""Фонд Валерия Гергиева""",gergiev-charity.com,"ФОНД ВАЛЕРИЯ ГЕРГИЕВА, НО БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ФОНД ВАЛЕРИЯ ГЕРГИЕВА"" (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ)","129090, г. Москва, вн.тер.г. муниципальный округ Мещанский, ул Щепкина, д. 33, этаж/помещ./ком. 2/I/19;20 (Деловой центр «Etmia»)",27.01.2003,7709402778,Москва,45286570000,"Москва, Центральный, Мещанский",Деятельность в области исполнительских искусств,90.01,Благотворительные фонды,70401
1026605388831,"Благотворительный фонд ""Синара-фонд""",www.bf-sinara.com,"СИНАРА-ФОНД, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СИНАРА-ФОНД""","620026, Свердловская обл., г. Екатеринбург, ул. Розы Люксембург стр. 51",11.09.2001,6672132143,Свердловская область,65401380000,"Свердловская область, Екатеринбург, Октябрьский",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1107800003750,"Благотворительный фонд ""Острова""",ostrovaru.com,"ОСТРОВА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ОСТРОВА""","197101, г. Санкт-Петербург, ул. Малая Монетная, д. 2 литера Г пом. 1Н",08.07.2010,7840019120,Санкт-Петербург,40288000000,"Санкт-Петербург, Петроградский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1087799006570,"Фонд поддержки современного искусства ""Винзавод""",new.winzavod.ru,"ВИНЗАВОД, ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ СОВРЕМЕННОГО ИСКУССТВА ""ВИНЗАВОД""","105120, г. Москва, пер. 4-Й Сыромятнический, д. 1/8 стр. 6",19.03.2008,7709441456,Москва,45286555000,"Москва, Центральный, Басманный",Деятельность учреждений культуры и искусства,90.04,Благотворительные фонды,70401
1077799019869,"Благотворительный фонд ""Ренова""",www.bfrenova.ru,"РЕНОВА, ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""РЕНОВА""","115184, г. Москва, ул. Ордынка М., д. 40",06.09.2007,7705518997,Москва,45286560000,"Москва, Центральный, Замоскворечье",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1187700012609,"Благотворительный фонд ""Только живи""",толькоживи.рф,"ТОЛЬКО ЖИВИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ТОЛЬКО ЖИВИ""","125009, г. Москва, пер. Леонтьевский, д. 6 кв. 41",20.07.2018,7716917810,Москва,45286575000,"Москва, Центральный, Пресненский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1067799023632,"Благотворительный фонд поддержки социальных инициатив и оказания адресной помощи ""ВТБ-страна""",vtbstrana.ru,"ВТБ-СТРАНА, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ СОЦИАЛЬНЫХ ИНИЦИАТИВ И ОКАЗАНИЯ АДРЕСНОЙ ПОМОЩИ ""ВТБ-СТРАНА""","109012, г. Москва, вн.тер.г. муниципальный округ Тверской, пер Большой Черкасский, д. 15-17, стр. 1, помещ. 1, ком. 94",06.09.2006,7702368944,Москва,45286585000,"Москва, Центральный, Тверской","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1083100005240,"Благотворительный фонд содействия развитию старооскольского городского округа ""Любимый город""",lyubimyj-gorod.ru,"ЛЮБИМЫЙ ГОРОД, ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ СТАРООСКОЛЬСКОГО ГОРОДСКОГО ОКРУГА ""ЛЮБИМЫЙ ГОРОД""","309514, Белгородская обл., г. Старый Оскол, ул. Ленина, д. 45",14.04.2008,3128066427,Белгородская область,14440000000,"Белгородская область, Старый Оскол","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Благотворительные фонды,70401
1047796846030,Благотворительный фонд поддержки социальных программ Л.А. Федуна,www.ifdkcharity.ru,"Л.А. ФЕДУНА, ФОНД",БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ СОЦИАЛЬНЫХ ПРОГРАММ Л.А. ФЕДУНА,"123100, г. Москва, набережная Краснопресненская, д. 8",05.11.2004,7714576272,Москва,45286575000,"Москва, Центральный, Пресненский","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1035403648114,"Корпоративный благотворительный фонд ""Катрен""",blagokatren.ru,"КАТРЕН, КБФ","КОРПОРАТИВНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""КАТРЕН""","630559, Новосибирская обл., рабочий пос. Кольцово, проспект Академика Сандахчиева, д. ЗД. 11",16.07.2003,5408190766,Новосибирская область,50240552000,"Новосибирская область, Новосибирский район, Кольцово","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1107799008217,"Благотворительный фонд ""Школы мира""",scholaemundi.org,"ШКОЛЫ МИРА, ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ШКОЛЫ МИРА""","125009, г. Москва, вн.тер.г. муниципальный округ Арбат, пер Романов, д. 4, стр. 2, этаж 2, помещ. IV ЧАСТЬ",04.03.2010,7730183783,Москва,45286552000,"Москва, Центральный, Арбат","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
